filename	read_id	run_id	channel	start_time	duration	num_events	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	barcode_arrangement	barcode_score	barcode_full_arrangement	front_score	rear_score	front_begin_index	front_foundseq_length	rear_end_index	rear_foundseq_length	kit	variant
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read91_strand.fast5	887410f6-83b1-4ccb-9dae-42848e92e731	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	109.016	1.05625	593	0.36325	593	0.693	593	273	9.332	-0.0016	barcode06	68.97435760498047	NB06_var1	68.97435760498047	20.53333282470703	75	37	8	35	NB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch113_read81_strand.fast5	8928805c-53c6-439b-add1-ed8c39a2bcce	c84e1b3b351694f5ea8585eb5e8d11e136f15159	113	86.68525	1.323	908	0.1815	908	1.1415	908	527	13.024	-0.0015	barcode05	82.03389739990234	BC05_var1	82.03389739990234	57.400001525878906	31	54	0	51	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch10_read0_strand.fast5	8b0dff99-5198-4ff2-a1d3-1c613bc7ff30	c84e1b3b351694f5ea8585eb5e8d11e136f15159	10	0.0	13.0335	5639	5.84525	5639	7.18825	5639	1211	7.072	-0.0015	unclassified	32.66666793823242	NB06_var2	14.977777481079102	32.66666793823242	22	33	30	23	NB	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch113_read40_strand.fast5	8b476b0e-58c6-4725-935c-d80374e0e038	c84e1b3b351694f5ea8585eb5e8d11e136f15159	113	46.68125	1.717	1264	0.131	1264	1.586	1264	673	10.463	-0.0011	barcode05	70.98304748535156	BC05_var1	70.98304748535156	18.733333587646484	13	56	0	47	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read74_strand.fast5	93d3cdc0-03c4-447c-b00c-6541f0952e81	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	92.33625	3.50475	2634	0.1175	2634	3.38725	2634	1523	12.536	-0.0007	barcode04	75.03333282470703	BC04_var2	75.03333282470703	73.62712097167969	6	52	16	51	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read10_strand.fast5	9d9f279d-9d7d-4b70-8785-c5df5143aa56	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	20.53725	2.83675	2195	0.067	2195	2.76975	2195	1271	12.83	-0.0011	barcode02	74.16949462890625	BC02_var1	74.16949462890625	41.79999923706055	1	53	0	36	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read1_strand.fast5	aa7ad696-3a10-4f0c-b6a8-5942d1e4b5a5	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	9.602	1.16575	616	0.397	616	0.76875	616	335	12.15	-0.0015	barcode02	83.49152374267578	BC02_var2	28.266666412353516	83.49152374267578	2	53	43	55	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch113_read56_strand.fast5	b6ae809c-a377-4dd6-a459-c81e0563d989	c84e1b3b351694f5ea8585eb5e8d11e136f15159	113	64.11025	1.235	896	0.12525	896	1.10975	896	489	11.362	-0.0017	barcode03	76.0999984741211	BC03_var1	69.25423431396484	76.0999984741211	12	55	12	59	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read33_strand.fast5	b87b9008-06ec-43fb-b3e0-e075516aa019	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	44.62225	1.26575	994	0.0	994	1.26575	994	487	11.96	-0.0017	barcode06	93.3559341430664	BC06_var2	20.46666717529297	93.3559341430664	97	48	73	59	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read89_strand.fast5	b8d6d680-0e83-47e4-b89a-1089cbfa047b	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	107.148	1.65375	1158	0.20325	1158	1.4505	1158	675	11.607	-0.0014	barcode07	91.59322357177734	BC07_var1	91.59322357177734	40.20000076293945	30	58	12	54	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch111_read1_strand.fast5	bcc2121f-ae16-4aa9-a2af-b7842614fdab	c84e1b3b351694f5ea8585eb5e8d11e136f15159	111	7.584	2.8925	2252	0.07425	2252	2.81825	2252	1231	9.108	-0.0011	unclassified	59.01694869995117	BC02_var1	59.01694869995117	22.133333206176758	30	55	4	40	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch10_read6_strand.fast5	c2241804-8824-48f7-891e-4346aa633db6	c84e1b3b351694f5ea8585eb5e8d11e136f15159	10	21.27775	17.24175	13237	0.1505	13237	17.09125	13237	819	5.466	-0.0013	unclassified	35.79999923706055	BC85_var1	13.96610164642334	35.79999923706055	97	38	5	48	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch113_read7_strand.fast5	c5a8cac8-4366-4302-bbfb-ae45b2b7c548	c84e1b3b351694f5ea8585eb5e8d11e136f15159	113	15.861	1.90825	1483	0.0645	1483	1.84375	1483	906	11.246	-0.001	barcode04	65.01695251464844	BC04_var2	52.63333511352539	65.01695251464844	22	59	0	45	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read76_strand.fast5	c6b8590d-536a-40dc-9c36-793ac420fd85	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	96.91425	1.51975	996	0.256	996	1.26375	996	502	10.953	-0.0019	barcode01	75.66101837158203	BC01_var1	75.66101837158203	23.566667556762695	32	62	12	62	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch113_read35_strand.fast5	d3c6a2df-1096-43cf-8bbc-dfe9f6be0ebb	c84e1b3b351694f5ea8585eb5e8d11e136f15159	113	42.941	1.06375	733	0.13	733	0.93375	733	246	10.758	-0.0022	barcode04	75.52542114257812	BC04_var1	75.52542114257812	20.133333206176758	0	49	0	41	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read51_strand.fast5	e1cd6a13-a70b-4d49-abcd-c3f2420af3a4	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	61.85525	1.45975	1088	0.05325	1088	1.4065	1088	429	11.119	-0.0009	unclassified	50.61016845703125	BC03_var2	17.53333282470703	50.61016845703125	16	44	2	43	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch113_read63_strand.fast5	e3a6c643-2b0b-42ac-bbf7-bbc424399d1d	c84e1b3b351694f5ea8585eb5e8d11e136f15159	113	70.224	2.81	2203	0.0	2203	2.81	2203	1089	11.238	-0.0014	barcode02	77.28813934326172	BC02_var2	18.600000381469727	77.28813934326172	0	53	13	61	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch112_read70_strand.fast5	e69657a9-4429-4064-9dbe-c7162a50b103	c84e1b3b351694f5ea8585eb5e8d11e136f15159	112	89.13525	2.22575	1283	0.60875	1283	1.617	1283	625	11.609	-0.0013	barcode05	81.13333129882812	BC05_var2	81.13333129882812	53.49152374267578	22	59	15	51	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch10_read3_strand.fast5	ed869f5c-f279-48e1-9925-071fd1afd568	c84e1b3b351694f5ea8585eb5e8d11e136f15159	10	13.66175	7.52475	5871	0.0355	5871	7.48925	5871	1048	6.84	-0.0016	unclassified	36.0512809753418	NB02_var1	36.0512809753418	6.44444465637207	40	28	27	43	NB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch113_read17_strand.fast5	fb7175e0-e5fe-4818-a987-aa24c9b27ae8	c84e1b3b351694f5ea8585eb5e8d11e136f15159	113	23.591	1.396	1002	0.132	1002	1.264	1002	624	11.104	-0.002	barcode03	86.83333587646484	BC03_var2	86.83333587646484	79.3559341430664	29	59	0	51	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read1_strand.fast5	004a6009-877c-4d28-83dd-ecfae82b5b31	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	6.656	2.98975	2092	0.3185	2092	2.67125	2092	1293	11.987	-0.0012	barcode02	90.86666870117188	BC02_var2	90.86666870117188	20.27118682861328	27	61	0	43	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read16_strand.fast5	02afe879-99c2-45ef-a124-7dab1cf08737	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	37.5725	1.94225	1547	0.0	1547	1.94225	1547	541	10.777	-0.0016	unclassified	44.410255432128906	NB06_var2	21.155555725097656	44.410255432128906	16	33	95	26	NB	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read43_strand.fast5	03a83936-8f14-4e3a-8a81-5f9395d5d0bf	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	95.73625	1.88475	1349	0.13725	1349	1.7475	1349	199	9.542	-0.0005	unclassified	58.98305130004883	BC02_var1	58.98305130004883	49.13333511352539	5	55	1	41	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read46_strand.fast5	0e018eb5-7ccb-4fc8-91db-056626f44749	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	70.356	1.07625	587	0.3515	587	0.72475	587	245	10.605	-0.0008	barcode01	81.4237289428711	BC01_var2	23.433332443237305	81.4237289428711	1	66	38	54	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read29_strand.fast5	1032cf3d-69ae-4066-a89c-ec6d0ca3d9d6	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	56.38425	1.09475	749	0.1405	749	0.95425	749	489	12.437	-0.0003	barcode02	80.10169219970703	BC02_var2	45.16666793823242	80.10169219970703	31	56	45	60	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read60_strand.fast5	10c9c9f8-5b11-4a25-874c-5b82819b6783	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	94.95725	3.8535	2771	0.33325	2771	3.52025	2771	1225	10.668	-0.0005	unclassified	34.07843017578125	RAB11_var1	34.07843017578125	10.823529243469238	73	40	74	34	RAB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read10_strand.fast5	12673ec9-bfac-4efc-9f32-f9a75ec65809	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	31.64575	1.9985	1229	0.40675	1229	1.59175	1229	511	10.568	-0.0009	barcode45	65.66666412353516	BC45_var2	65.66666412353516	44.20338821411133	3	48	50	51	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read15_strand.fast5	17cd0d77-5e4f-4cd3-8cd3-c416e3b9f69f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	33.041	2.07875	1619	0.0715	1619	2.00725	1619	824	9.689	-0.0005	unclassified	42.26415252685547	LWB04_var2	42.26415252685547	25.962265014648438	2	38	0	34	LBW	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read1_strand.fast5	18c8eeb4-c6c7-4a2d-a7a2-3236bf7e1156	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	6.525	9.79975	7468	0.389	7468	9.41075	7468	4598	11.972	-0.0006	barcode04	77.16666412353516	BC04_var2	77.16666412353516	60.0	5	55	0	45	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch116_read18_strand.fast5	1d01a468-bb79-46fa-8621-0d25a2322527	c84e1b3b351694f5ea8585eb5e8d11e136f15159	116	24.45525	1.12025	0	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch116_read10_strand.fast5	1e6e910c-9371-4fbe-921f-742a62aee061	c84e1b3b351694f5ea8585eb5e8d11e136f15159	116	15.7195	1.43975	814	0.4085	814	1.03125	814	461	12.098	-0.0011	barcode02	72.94915008544922	BC02_var1	72.94915008544922	39.5	60	63	43	50	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read69_strand.fast5	2e0b8545-2d1a-468e-a767-f8134da6a03c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	94.602	1.226	933	0.02575	933	1.20025	933	468	11.186	-0.0009	unclassified	58.50847625732422	BC01_var1	58.50847625732422	36.16666793823242	87	61	1	46	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read56_strand.fast5	2e8d4587-a627-4051-971a-7940a899e91a	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	87.71125	3.15225	2336	0.194	2336	2.95825	2336	1304	12.698	-0.0007	barcode04	79.83333587646484	BC04_var2	79.83333587646484	61.93220520019531	21	54	0	48	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read31_strand.fast5	37a3b100-81ff-4205-aeba-122ae6a5a4ce	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	77.8805	1.035	761	0.06525	761	0.96975	761	217	10.17	-0.0017	unclassified	56.06779479980469	BC16_var1	56.06779479980469	34.96666717529297	12	43	12	56	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch116_read20_strand.fast5	3b34a96a-0ccd-41ba-b5e3-33119589bee5	c84e1b3b351694f5ea8585eb5e8d11e136f15159	116	25.65975	1.13275	660	0.27125	660	0.8615	660	407	12.069	-0.0014	barcode02	87.02564239501953	NB02_var2	25.866666793823242	87.02564239501953	33	30	99	38	NB	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read5_strand.fast5	3c19cab1-a49a-496c-b35f-f8218159fced	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	13.92925	1.252	961	0.04975	961	1.20225	961	536	12.401	-0.002	barcode02	80.5762710571289	BC02_var1	80.5762710571289	28.0	1	64	10	47	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read35_strand.fast5	453e7f64-ef06-4014-9d18-0e09aa384f89	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	63.24225	2.336	1801	0.0695	1801	2.2665	1801	900	12.394	-0.0009	barcode07	69.89830780029297	BC07_var1	69.89830780029297	26.766666412353516	22	47	0	44	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read12_strand.fast5	4ae8153d-3650-4669-af55-951307b9db06	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	19.8015	6.6095	5105	0.1475	5105	6.462	5105	2983	11.731	-0.001	barcode05	86.5	BC05_var2	86.5	68.27118682861328	23	57	0	57	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch116_read26_strand.fast5	4d1b7f41-0e86-4a84-8095-0d4a6bf024aa	c84e1b3b351694f5ea8585eb5e8d11e136f15159	116	28.7625	1.59325	1155	0.16425	1155	1.429	1155	578	11.409	-0.0021	unclassified	58.83333206176758	BC02_var2	58.83333206176758	42.88135528564453	31	64	0	44	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read41_strand.fast5	5d8bfeda-cfd2-448b-8ddd-72a3f203c055	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	92.9705	1.59375	1062	0.23025	1062	1.3635	1062	566	13.258	-0.0006	barcode02	89.33333587646484	BC02_var2	89.33333587646484	21.18644142150879	6	56	97	39	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read12_strand.fast5	5f39812d-c637-430d-8b8e-979d5df3643f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	33.6795	2.62775	1781	0.36775	1781	2.26	1781	937	13.209	-0.001	barcode03	74.13558959960938	BC03_var1	74.13558959960938	36.266666412353516	3	53	0	48	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read10_strand.fast5	627cada5-bf39-4142-9b5e-aed82335409c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	27.51125	1.82375	1329	0.103	1329	1.72075	1329	717	14.296	-0.001	barcode04	99.05084991455078	BC04_var1	99.05084991455078	78.93333435058594	19	59	15	56	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read44_strand.fast5	65b32eab-ed28-4a49-a9e7-d66ccccb9a81	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	66.03025	1.12475	0	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read7_strand.fast5	66ec0128-8d97-448e-9e4f-d6c1b45baa79	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	15.35825	2.42675	1846	0.0835	1846	2.34325	1846	964	12.202	-0.0014	barcode02	72.80000305175781	BC02_var2	72.80000305175781	25.593219757080078	0	55	0	41	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read55_strand.fast5	66f3661a-916a-4f31-a5f9-56c1769bba87	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	79.23025	2.57325	1993	0.0625	1993	2.51075	1993	1221	10.875	-0.002	barcode02	82.0	BC02_var1	82.0	19.566667556762695	27	56	4	33	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read21_strand.fast5	67275090-a387-415d-9484-8003d5245d79	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	65.41725	1.14325	717	0.23625	717	0.907	717	435	14.141	-0.0002	barcode02	74.93333435058594	BC02_var2	74.93333435058594	46.84745788574219	31	58	0	44	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read3_strand.fast5	7c9aca17-20e8-43cf-983d-28aa265cb08c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	16.901	1.58	1035	0.271	1035	1.309	1035	594	12.1	-0.0025	barcode04	82.23332977294922	BC04_var2	82.23332977294922	78.5762710571289	22	59	10	53	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read51_strand.fast5	86e74342-e922-4f24-b6c8-241f1193f332	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	77.52025	1.01475	771	0.0405	771	0.97425	771	419	11.798	-0.001	barcode02	89.59322357177734	BC02_var1	89.59322357177734	38.766666412353516	61	55	105	45	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read43_strand.fast5	86e83e5f-f130-42b0-b3c3-7b6b78ba398b	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	75.76975	1.21	757	0.2315	757	0.9785	757	417	13.549	-0.0019	barcode05	99.0999984741211	BC05_var2	99.0999984741211	64.0	28	60	4	51	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read7_strand.fast5	8fada837-abc0-447c-ac93-d4c95bf1e099	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	29.0325	1.35725	858	0.27025	858	1.087	858	440	11.349	-0.0006	barcode01	75.59322357177734	BC01_var1	75.59322357177734	23.899999618530273	48	62	45	41	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read16_strand.fast5	a6b8bb3d-2e2a-4011-84da-5f8c44df25c2	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	59.97025	2.92325	2260	0.12075	2260	2.8025	2260	1271	10.796	-0.0014	unclassified	57.694915771484375	BC04_var2	34.86666488647461	57.694915771484375	2	41	0	44	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read23_strand.fast5	b0c303ab-ad32-4bf6-8704-7f9fcc7c132f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	49.1105	4.0615	3141	0.0745	3141	3.987	3141	1795	11.138	-0.0012	barcode30	62.949153900146484	BC30_var1	62.949153900146484	38.96666717529297	24	44	1	43	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read47_strand.fast5	b2c2cbeb-b122-40cd-a4a5-bbe13b297ef1	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	78.6305	1.59125	1164	0.12875	1164	1.4625	1164	603	10.88	-0.0011	barcode02	91.7966079711914	BC02_var1	91.7966079711914	6.300000190734863	82	58	60	57	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read48_strand.fast5	b4b61676-872f-4464-aae6-7e0e1ed30806	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	71.7345	2.49125	1471	0.66925	1471	1.822	1471	943	12.117	-0.0009	barcode04	65.2203369140625	BC04_var1	65.2203369140625	28.733333587646484	34	66	65	54	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read5_strand.fast5	b63e6485-2def-4328-a7dc-ab699eec2277	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	25.9125	1.437	1134	0.0	1134	1.437	1134	530	13.126	-0.0024	unclassified	50.20338821411133	BC02_var2	28.83333396911621	50.20338821411133	7	32	0	45	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read41_strand.fast5	c672a75b-c5f7-457d-8610-88e129e11863	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	64.213	1.81	1298	0.16225	1298	1.64775	1298	793	11.821	-0.0011	barcode07	66.74576568603516	BC07_var1	66.74576568603516	22.633333206176758	32	56	0	40	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch117_read21_strand.fast5	c690daf9-973e-4b5a-abce-d1c482b25d1c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	117	46.46825	2.2155	1580	0.21875	1580	1.99675	1580	885	12.167	-0.0007	unclassified	54.233333587646484	BC02_var2	54.233333587646484	48.06779479980469	0	47	0	42	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch116_read28_strand.fast5	cd7b3e98-b618-46f4-a4ac-7847ed3b8105	c84e1b3b351694f5ea8585eb5e8d11e136f15159	116	30.4195	68.40875	54453	0.0	54453	68.40875	54453	11722	6.446	-0.0015	unclassified	34.949153900146484	BC87_var1	34.949153900146484	-15.033333778381348	31	36	20	56	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read24_strand.fast5	d944c418-4be2-4013-afa1-32bad8009975	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	48.3555	2.01225	1331	0.30775	1331	1.7045	1331	597	10.612	-0.0015	barcode02	88.74576568603516	BC02_var1	88.74576568603516	49.43333435058594	86	61	53	56	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read1_strand.fast5	d944ce1f-165f-4bd8-81b1-d16de9cec77f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	7.65675	1.60775	1242	0.04225	1242	1.5655	1242	699	12.869	-0.0011	barcode02	86.56666564941406	BC02_var2	86.56666564941406	52.0	19	57	0	48	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch116_read5_strand.fast5	da49804f-1217-48da-a07e-8983fffb39ed	c84e1b3b351694f5ea8585eb5e8d11e136f15159	116	10.349	3.32675	2432	0.227	2432	3.09975	2432	1066	9.08	-0.0009	unclassified	59.66101837158203	BC04_var1	59.66101837158203	16.66666603088379	73	49	98	40	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch113_read9_strand.fast5	e1b51a6f-cfd3-4807-9a26-dd891c312a89	c84e1b3b351694f5ea8585eb5e8d11e136f15159	113	17.871	1.91825	1452	0.14325	1452	1.775	1452	890	11.612	-0.0016	unclassified	51.63333511352539	BC04_var2	51.63333511352539	36.71186447143555	1	44	0	35	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read54_strand.fast5	e6fb32d2-f342-4152-8343-6d309dc724dd	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	83.331	1.37275	880	0.258	880	1.11475	880	510	12.8	-0.0007	barcode02	82.94915008544922	BC02_var2	41.56666564941406	82.94915008544922	21	61	44	59	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch114_read18_strand.fast5	e7b2f4a5-0e27-4767-b310-f49564cb20df	c84e1b3b351694f5ea8585eb5e8d11e136f15159	114	43.18125	1.48225	982	0.249	982	1.23325	982	600	11.602	-0.0023	barcode02	71.49152374267578	BC02_var1	71.49152374267578	44.56666564941406	31	58	0	39	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch116_read14_strand.fast5	f31a2ede-a2e2-43b0-ac88-d550ba7f1ad8	c84e1b3b351694f5ea8585eb5e8d11e136f15159	116	18.95275	1.725	1239	0.143	1239	1.582	1239	649	13.618	-0.0013	unclassified	55.53333282470703	BC05_var2	55.53333282470703	55.15254211425781	2	50	2	45	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch115_read33_strand.fast5	f320cf19-214a-466c-bfdb-808ccf9eb1c0	c84e1b3b351694f5ea8585eb5e8d11e136f15159	115	79.573	6.147	4857	0.05575	4857	6.09125	4857	2715	11.654	-0.0006	barcode07	73.96610260009766	BC07_var1	73.96610260009766	38.70000076293945	28	57	0	47	BC	var1
